review_id,source_platform,community_id,thread_id,source_item_id,url,model_id,provider_id,product_id,inference_profile,task_category,aspect_category,evidence_type,claim_type,polarity_score,extractor_confidence,firsthand_flag,regression_flag,hallucination_flag,refusal_flag,value_flag,evidence_text,classifier_task_category,classifier_task_confidence,classifier_aspect_category,classifier_aspect_confidence,classifier_evidence_type,classifier_evidence_confidence,classifier_polarity_score,classifier_polarity_confidence,classifier_firsthand_flag,classifier_firsthand_confidence,classifier_disagreement_count,reviewed_flag,human_excluded_from_scoring,human_exclusion_reason,human_provider_id,human_model_id,human_product_id,human_inference_profile,human_task_category,human_aspect_category,human_evidence_type,human_polarity_score,human_firsthand_flag,human_notes
2204198653dc4b0aafe0f487eff1b537,hacker_news,hacker_news,47573483,47575576,https://news.ycombinator.com/item?id=47575576,gemini,google,,,coding,developer_ergonomics,integration_failure,neutral,0,0.8,True,False,False,False,False,"Lately I've had a lot more success having Claude generate a plan, send the plan to Codex for co-validation/amendments, have Claude implement the plan, then have Codex PR review the commit (and likely make some edits of its own), then I test out the code/changes. Meanwhile, my actual management of what I'm asking them to do is just a text file in Notepad where I'll write like BUG: xyz thing does abc or IDEA: let's change this to that as I'm testing in-app, with the actual code opened in Notepad++ tabs (lol feel free to roast me, I'm in front of 2 screens, one Windows (primary), one Mac (to the right), sharing keyboard and mouse -- LLMs are 99% on the Mac, planning/testing/verification/manual coding/graphic design on Windows, committing and pushing to a repo both machines have checked out) I haven't yet found a scenario where many Claudes and many Codexes running simultaneously on 35 concurrent features makes any sense, but I'd definitely encourage people to try multi-model cooperation since they all seem to have different sensibilities. I haven't made much use of Gemini in this context though because two's company, three's a crowd.",agents,0.871,task_fit,0.437,firsthand_usage,0.419,1,0.336,true,0.899,4,,,,,,,,,,,,,
8cbefd241d50481baeb3b896d40f21c0,hacker_news,hacker_news,47573483,47575576,https://news.ycombinator.com/item?id=47575576,claude,anthropic,,,coding,developer_ergonomics,integration_failure,neutral,0,0.83,True,False,False,False,False,"The main reason is because if there's a significant bug or large optimization going on, that shit needs to be done, tested and merged before building more stuff on top, otherwise you run the risk of wasted time, tokens and effort having a bunch of parallel work running that may not end up compatible at the end. Lately I've had a lot more success having Claude generate a plan, send the plan to Codex for co-validation/amendments, have Claude implement the plan, then have Codex PR review the commit (and likely make some edits of its own), then I test out the code/changes. Meanwhile, my actual management of what I'm asking them to do is just a text file in Notepad where I'll write like BUG: xyz thing does abc or IDEA: let's change this to that as I'm testing in-app, with the actual code opened in Notepad++ tabs (lol feel free to roast me, I'm in front of 2 screens, one Windows (primary), one Mac (to the right), sharing keyboard and mouse -- LLMs are 99% on the Mac, planning/testing/verification/manual coding/graphic design on Windows, committing and pushing to a repo both machines have checked out) I haven't yet found a scenario where many Claudes and many Codexes running simultaneously on 35 concurrent features makes any sense, but I'd definitely encourage people to try multi-model cooperation since they all seem to have different sensibilities.",agents,0.701,task_fit,0.436,firsthand_usage,0.267,1,0.466,true,0.731,4,,,,,,,,,,,,,
ba3f7c7d8e9c45bc862460f141a64734,hacker_news,hacker_news,46189836,46270301,https://news.ycombinator.com/item?id=46270301,qwen,alibaba,,,api_developer_workflow,developer_ergonomics,hearsay,praise,1,0.56,False,False,False,False,False,is end to end speech model like openai real time /gemini live or open source qwen 3 omni better in terms of latency?,general,0.485,satisfaction,0.368,comparative_evaluation,0.507,1,0.512,false,0.624,3,,,,,,,,,,,,,
2023ea19503b49efa7523d43fa48248a,hacker_news,hacker_news,45015230,45015938,https://news.ycombinator.com/item?id=45015938,gemini,google,,,general,satisfaction,firsthand_usage,neutral,0,0.65,True,False,False,False,False,"(cofounder here) Honestly, we were hoping Gemini would nail this so we wouldn't have to build it ourselves, but here we are.",api_developer_workflow,0.335,satisfaction,0.511,hearsay,0.349,1,0.301,true,0.538,3,,,,,,,,,,,,,
8df93c72d9e048c984c1fe787b151fac,hacker_news,hacker_news,46731068,46742667,https://news.ycombinator.com/item?id=46742667,mistral,mistral,,,general,satisfaction,firsthand_usage,neutral,0,0.65,True,False,False,False,False,"The work is based on a repo by pipecat that I forked and modified to be more comfortable to run (docker compose for the server and client), added Spanish support via canary models, and added Nvidia Ampere support so it can run on my 3090. The use case is a conversation partner for my gf who is learning Spanish, and it works incredibly well. For LLM I settled with Mistral-Small-3.2-24B-Instruct-2506-Q4_K_S.gguf",api_developer_workflow,0.428,satisfaction,0.325,integration_failure,0.363,0,0.409,true,0.863,3,,,,,,,,,,,,,
0fda61d0601d4a939248e511108c144d,hacker_news,hacker_news,47494696,47498274,https://news.ycombinator.com/item?id=47498274,kimi,moonshot,,,coding,satisfaction,comparative_evaluation,neutral,0,0.56,False,False,False,False,False,Or vice versa. Can you objectively analyze how VSCode adapts to your way of working without our interference? Did you test your theory with the actual frontier LLMs (which Kimi K2.5 is not BTW?),coding,0.630,satisfaction,0.351,firsthand_usage,0.329,1,0.406,false,0.533,2,,,,,,,,,,,,,
d531c4ee3550453786f069b061f6af25,hacker_news,hacker_news,48356312,48356312,https://news.ycombinator.com/item?id=48356312,claude-opus-4.8,anthropic,,,coding,satisfaction,benchmark_anecdote,neutral,0,0.8500000000000001,True,False,False,False,False,"For the LLM baseline we provided them with the submission script and source code of the workload being ran, and gave it the full capabilities of its coding harness in the cluster and it performed quite poorly. We benchmarked Expanse against the state of the art at the time (Gemini 3.5 pro, Claude Opus 4.8, GPT 5.5, Codex 5.3) and outperformed them by 8x. You might be thinking, as these models scale and get better, they could beat us on this task; however we saw no correlation in model size or iteration on accuracy improvement.",agents,0.391,satisfaction,0.337,benchmark_anecdote,0.354,0,0.317,true,0.569,2,,,,,,,,,,,,,
94239854507542108839d12f882aaf55,hacker_news,hacker_news,46731068,46742457,https://news.ycombinator.com/item?id=46742457,qwen,alibaba,,,multimodal,task_fit,hearsay,praise,1,0.59,False,False,False,False,False,Whisper is really good for 1 person speaking. With more people you get repetitions. Qwen and other open multimodal models gives subpar results.,multimodal,0.460,satisfaction,0.330,hearsay,0.341,1,0.496,false,0.671,1,,,,,,,,,,,,,
57f515eb5fbc40f69b62facdf0f5dffd,hacker_news,hacker_news,48448372,48448719,https://news.ycombinator.com/item?id=48448719,claude,anthropic,claude-code,,agents,satisfaction,firsthand_usage,neutral,0,0.7100000000000001,True,False,False,False,False,Four ways: (1) We are built specifically for Claude Code model routing. (2) We route at a subagent/subtask level. (3) We support on-device routing.,api_developer_workflow,0.844,developer_ergonomics,0.667,hearsay,0.366,0,0.679,false,0.604,5,,,,,,,,,,,,,
8769c5dcef274f2fb50e6d6e2b49dacc,hacker_news,hacker_news,48195021,48195021,https://superlog.sh/,claude,anthropic,claude-code,,coding,satisfaction,firsthand_usage,neutral,0,0.79,True,False,False,False,False,"If it has enough context, it produces a concise and tested PR. If it doesn't, it posts its findings for the investigating team, and automatically pulls in the engineers that could contribute more context based on documentation, previous investigations and Slack threads. Either way the output is one clean PR per incident, posted in Slack, that you can merge, ignore, or open as a Claude Code session and modify.",research,0.718,task_fit,0.440,hearsay,0.395,1,0.402,false,0.693,5,,,,,,,,,,,,,
263f7e8b1d3f4c5195818733309f16aa,hacker_news,hacker_news,45980760,45983189,https://news.ycombinator.com/item?id=45983189,claude,anthropic,claude-code,,coding,satisfaction,hearsay,praise,1,0.56,False,False,False,False,False,I’ve had a lot of fun with Remotion and Claude Code for CLI video editing. I’ve been impressed with how much traditional video editing I can manage. I will be checking this out!,multimodal,0.481,satisfaction,0.356,firsthand_usage,0.548,2,0.507,true,0.856,4,,,,,,,,,,,,,
0cbfd684b8744da1b7315d0c9aed6566,hacker_news,hacker_news,47914367,47915005,https://news.ycombinator.com/item?id=47915005,claude,anthropic,claude-code,,coding,satisfaction,hearsay,praise,1,0.56,False,False,False,False,False,What I do now is preserve all my claude code conversations and set the context from there. This allows me to curate memory and it’s been the best way so far.,long_context,0.793,trust_reliability,0.255,firsthand_usage,0.602,1,0.435,true,0.869,4,,,,,,,,,,,,,
74bf3377b4f34af5a2267636657b9e88,hacker_news,hacker_news,47794514,47796005,https://news.ycombinator.com/item?id=47796005,claude,anthropic,,,agents,satisfaction,hearsay,praise,1,0.56,False,False,False,False,False,I have a claude skill that takes in a chat and then offers tools/fixes to system prompt. Have found that + the anthropic harness engineering blogs to be super useful in making the agent actually do the work.,agents,0.915,task_fit,0.608,firsthand_usage,0.492,2,0.513,true,0.548,4,,,,,,,,,,,,,
ecb2f2f245dc4e6aa6d9ea2e9bff474f,hacker_news,hacker_news,47794514,47796005,https://news.ycombinator.com/item?id=47796005,claude,anthropic,,,agents,value,pricing_value_comment,neutral,0,0.56,False,False,False,False,True,Having the agent build itself is not something I would have ever thought of though. Curious if you find it genuinely creates specific enough tools for it to be worth the setup time? I have a claude skill that takes in a chat and then offers tools/fixes to system prompt.,agents,0.988,task_fit,0.341,firsthand_usage,0.361,1,0.401,true,0.630,4,,,,,,,,,,,,,
a082f8cb0bb34ef99bbd874a3bac2b78,hacker_news,hacker_news,47238519,47238519,https://github.com/alichherawalla/off-grid-mobile-ai/,qwen,alibaba,,,general,satisfaction,release_update_reaction,praise,1,0.6100000000000001,False,False,False,False,False,"Show HN: Qwen 3.5 running on a $300 Android phone – on-device, open source. I had it running on a mid-tier Android phone within hours. It's great seeing the on-device AI community light up around this release. Off Grid brings it to Android: phones with 6GB RAM in the $200-300 range, ~8 tok/sec on the 2B model.",api_developer_workflow,0.610,value,0.425,benchmark_anecdote,0.339,2,0.383,false,0.527,4,,,,,,,,,,,,,
2b277ea4a7814d8a8a5e41bcd949184e,hacker_news,hacker_news,47573483,47574025,https://news.ycombinator.com/item?id=47574025,claude,anthropic,claude-code,,coding,trust_reliability,hearsay,praise,1,0.62,False,False,False,False,False,"Superpowers works well at building comprehensive plans for implementing large features or refactors, and asks the questions up front, and then worktrees provide a safe place to actually perform that work. It's not perfect; I've had some issues with Claude Code forgetting where it did things (""oh... it's not working because I'm not in the right directory"").",agents,0.684,task_fit,0.716,firsthand_usage,0.469,1,0.669,true,0.647,4,,,,,,,,,,,,,
a97bddb636f942b2af535bff4d0c7a94,hacker_news,hacker_news,43758459,43758459,https://news.ycombinator.com/item?id=43758459,claude,anthropic,chatgpt,,writing,value,pricing_value_comment,neutral,0,0.67,False,False,False,False,True,"This post focuses solely on the process and practical lessons learned collaborating with LLMs on a large writing project.) Hey HN, I recently finished a months-long project collaborating intensively with various LLMs (ChatGPT, Claude, Gemini) to write a book about using AI in management. The process became a meta-experiment, revealing practical workflows and pitfalls that felt worth sharing. This post breaks down the workflow, quirks, and lessons learned.",writing,0.777,task_fit,0.703,firsthand_usage,0.454,2,0.636,true,0.694,4,,,,,,,,,,,,,
ab695e825d234e559a5b19af992fc5ee,hacker_news,hacker_news,47573483,47582175,https://news.ycombinator.com/item?id=47582175,claude,anthropic,,,coding,satisfaction,firsthand_usage,neutral,0,0.68,True,False,False,False,False,"I’m on the $100 Claude and $20 GPT plans. I almost never run out of weekly usage on Claude and occasionally blow my Codex allowance, but OpenAI lets you buy credits ad-hoc (either $40 per 1000, or just turn on and monitor the “top-off” and set it to buy like $5 at a time. The one or two times I’ve run out, by the time the week resets, I’ve only spent an extra 5 or 10 bucks.",api_developer_workflow,0.280,value,0.936,pricing_value_comment,0.889,0,0.535,true,0.707,4,,,,,,,,,,,,,
855470cbc8944e9a8569c8d729d544d0,hacker_news,hacker_news,48448372,48448719,https://news.ycombinator.com/item?id=48448719,claude,anthropic,,,agents,satisfaction,firsthand_usage,neutral,0,0.7100000000000001,True,False,False,False,False,(2) We route at a subagent/subtask level. (3) We support on-device routing. (4) We have a built-in ML router trained specifically to route Claude Code subagent tasks.,agents,0.471,developer_ergonomics,0.559,hearsay,0.289,0,0.686,false,0.625,4,,,,,,,,,,,,,
74b8dd81e3d54b6e94ed82e137a1d2d0,hacker_news,hacker_news,47794514,47795216,https://news.ycombinator.com/item?id=47795216,claude,anthropic,,,general,trust_reliability,pricing_value_comment,praise,1,0.7100000000000001,True,False,False,False,True,"In about an hour worth of tokens with claude, we get a mcp server that works locally with each users credentials in a fairly reliable manner. We have been able to get this working in otherwise locked down corporate environments.",api_developer_workflow,0.295,developer_ergonomics,0.430,firsthand_usage,0.422,0,0.579,true,0.598,4,,,,,,,,,,,,,
aada383edd0e4acdbda955148cd0f1df,hacker_news,hacker_news,48023496,48036100,https://news.ycombinator.com/item?id=48036100,claude,anthropic,github-copilot,,coding,satisfaction,firsthand_usage,neutral,0,0.74,True,False,False,False,False,"We built something similar an A/B testing framework that measures Unblocked's impact on real AI coding agents. It spawns agent CLIs (Claude Code, Codex, Cursor, GitHub Copilot) with and without Unblocked's MCP server attached, then statistically compares the results: We likewise measured token savings, (wall clock) time, # tool calls, and # turns.",agents,0.472,developer_ergonomics,0.289,benchmark_anecdote,0.330,2,0.298,true,0.555,4,,,,,,,,,,,,,
a79c7dd61bcc4c1ca7789dbfdd3436f5,hacker_news,hacker_news,48448372,48448372,https://rayline.ai/,claude,anthropic,claude-code,,agents,satisfaction,firsthand_usage,neutral,0,0.7600000000000001,True,False,False,False,False,"In our experience, that doesn’t work well because it requires the main agent to use tokens to think about + call the tools, and LLMs are generally a very inefficient way to make routing decisions. By implementing Rayline as a gateway, we let users deterministically configure routing decisions, and you can optionally use our ML model to make routing decisions. We built it after noticing that Claude Code sessions contain a lot of subagent calls that don’t all need the same model.",agents,0.927,developer_ergonomics,0.432,hearsay,0.383,0,0.601,false,0.575,4,,,,,,,,,,,,,
049f8d86d6d84112bc2adf2de7cd1f8e,hacker_news,hacker_news,48448372,48448372,https://rayline.ai/,claude,anthropic,,,coding,value,comparative_evaluation,neutral,0,0.8,False,False,False,False,True,"Show HN: Rayline routes Claude Code subagents to on-device and cheaper models. But many delegated calls have narrow scope: search the repo, summarize context, inspect an error, poll for CI updates, etc. The thing we’re exploring is subagent-level routing. The main cost lever in coding agents is usually cached vs non-cached input.",agents,0.724,developer_ergonomics,0.411,pricing_value_comment,0.243,0,0.617,false,0.629,4,,,,,,,,,,,,,
0fbcf188a78b4e99a480dd7c8728bb7c,hacker_news,hacker_news,47151598,47151598,https://app.teamout.com/ai,claude,anthropic,,,agents,value,pricing_value_comment,neutral,0,0.8200000000000001,True,False,False,False,True,"Our Solution: The core agent relies on a combination of models such as Gemini, Claude, and GPT. A central LLM-based agent maintains planning context across turns and decides which specialized tool to call next. Each tool has a specific responsibility: - Venue search and filtering - Cost estimations (accommodation + flights) - Budget comparisons - Quote and outreach flows - Communication tool with our team For venue recommendations across more than 10,000 venues, we do not rely purely on the language model.",agents,0.754,task_fit,0.348,hearsay,0.378,0,0.665,false,0.500,4,,,,,,,,,,,,,
d3e165eb25a74c04910af1121c98935d,hacker_news,hacker_news,47151598,47151598,https://app.teamout.com/ai,gemini,google,,,agents,value,pricing_value_comment,neutral,0,0.8200000000000001,True,False,False,False,True,"Our Solution: The core agent relies on a combination of models such as Gemini, Claude, and GPT. A central LLM-based agent maintains planning context across turns and decides which specialized tool to call next. Each tool has a specific responsibility: - Venue search and filtering - Cost estimations (accommodation + flights) - Budget comparisons - Quote and outreach flows - Communication tool with our team For venue recommendations across more than 10,000 venues, we do not rely purely on the language model.",agents,0.754,task_fit,0.348,hearsay,0.378,0,0.665,false,0.500,4,,,,,,,,,,,,,
13018f6f23634bd9998275cfc3bb5174,hacker_news,hacker_news,47149586,47149586,https://llmskirmish.com/,claude-opus-4.5,anthropic,,,api_developer_workflow,trust_reliability,integration_failure,neutral,0,0.8500000000000001,True,False,False,False,False,"It was described as an ""MMO RTS sandbox for programmers."" The Screeps paradigm of writing code and having it executed in a real-time game environment is well suited to LLMs. Drawing on a version of the Screeps open source API, LLM Skirmish pits LLMs head-to-head in a series of 1v1 real-time strategy games. In my testing I found that Claude Opus 4.5 was the most dominant model, but it showed weakness in round 1 as it was overly focused on its in-game economy.",agents,0.436,satisfaction,0.435,hearsay,0.268,0,0.367,true,0.626,4,,,,,,,,,,,,,
cd31568bcda446f5806cc2341a90157b,hacker_news,hacker_news,48402082,48402082,https://hitoku.me/draft/,claude,anthropic,claude-code,,long_context,value,pricing_value_comment,neutral,0,0.88,True,False,False,False,True,"You can ask about PDFs, reply to emails, create calendar events, use web search, editing text, all by voice. You can download a compiled version for free with the code HITOKUHN2026 (base price is 5 dollars) It supports Gemma 4 and Qwen 3.5 for text generation, plus multiple STT backends (Parakeet, Qwen3-ASR). Examples: - Gemma4 in action, - query a pdf document, - reply to email, - and the usual voice dictation (with optional polishing) I currently use it a lot with Claude Code and Logseq.",writing,0.551,task_fit,0.512,comparative_evaluation,0.248,1,0.512,true,0.740,4,,,,,,,,,,,,,
033bf26da7744418b57aa89b29d2a70f,hacker_news,hacker_news,48402082,48402082,https://hitoku.me/draft/,qwen,alibaba,claude-code,,long_context,value,pricing_value_comment,neutral,0,0.88,True,False,False,False,True,"You can ask about PDFs, reply to emails, create calendar events, use web search, editing text, all by voice. You can download a compiled version for free with the code HITOKUHN2026 (base price is 5 dollars) It supports Gemma 4 and Qwen 3.5 for text generation, plus multiple STT backends (Parakeet, Qwen3-ASR). Examples: - Gemma4 in action, - query a pdf document, - reply to email, - and the usual voice dictation (with optional polishing) I currently use it a lot with Claude Code and Logseq.",writing,0.551,task_fit,0.512,comparative_evaluation,0.248,1,0.512,true,0.740,4,,,,,,,,,,,,,
ff1f0a8241d24defbc0bb8c9b315bc89,hacker_news,hacker_news,47526486,47526977,https://news.ycombinator.com/item?id=47526977,claude,anthropic,claude-code,,coding,satisfaction,hearsay,complaint,-1,0.56,False,False,False,False,False,"One bad bracket and your pipeline crashes. This might be one reason why Claude Code uses XML for tool calling: repeating the tag name in the closing bracket helps it keep track of where it is during inference, so it is less error prone.",coding,0.621,trust_reliability,0.263,firsthand_usage,0.330,0,0.312,false,0.560,3,,,,,,,,,,,,,
1c27a4db937b40cd936ce1e1f179ffde,hacker_news,hacker_news,46731068,46743136,https://news.ycombinator.com/item?id=46743136,claude,anthropic,claude-code,,coding,satisfaction,hearsay,praise,1,0.56,False,False,False,False,False,Turns out to be surprisingly useful. It's also fun as you can customize the speaking style and mirror your vibe etc. The voice plugin gives commands to control it: /voice:speak stop /voice:speak azelma (change the voice) /voice:speak [1] Handy [2] Pocket-TTS [3] Voice plugin for Claude Code:,multimodal,0.300,satisfaction,0.281,firsthand_usage,0.556,1,0.417,true,0.653,3,,,,,,,,,,,,,
e9dfe73b258049deaaf70308408643af,hacker_news,hacker_news,46189836,46270301,https://news.ycombinator.com/item?id=46270301,gemini,google,,,api_developer_workflow,developer_ergonomics,hearsay,praise,1,0.56,False,False,False,False,False,is end to end speech model like openai real time /gemini live or open source qwen 3 omni better in terms of latency?,general,0.485,satisfaction,0.368,comparative_evaluation,0.507,1,0.512,false,0.624,3,,,,,,,,,,,,,
0971f54a54114cf794a6701454652ea0,hacker_news,hacker_news,47350516,47358479,https://news.ycombinator.com/item?id=47358479,claude,anthropic,,,agents,satisfaction,hearsay,praise,1,0.65,False,False,False,False,False,"I've had good success with something along these lines but perhaps a bit more raw: - claude takes a -p option - i have a bunch of tiny scripts, each script is an agent but it only does one tiny task - scripts can be composed in a unix pipeline For example: $ git diff --staged | ai-commit-msg | git commit -F - Where ai-commit-msg is a tiny agent: #!/usr/bin/env bash # ai-commit-msg: stdin=git diff, stdout=conventional commit message # Usage: git diff --staged | ai-commit-msg set -euo pipefail source ""${AGENTS_DIR:-$HOME/.agents}/lib/agent-lib.sh"" SYSTEM=$(load_skills \ core/unix-output.md \ core/be-concise.md \ domain/git.md \ output/plain-text.md) SYSTEM+=$'\n\nTask: Given a git diff on stdin, output a single conventional commit message. One line only.' run_agent ""$SYSTEM"" And you can see to keep the agents themselves tiny, they rely on a little lib to load the various skills and optionally apply some guard / post-exec validator. Those validators are usually simple grep or whatever to make sure there were no writes outside a given dir but sometimes they can be to enforce output correctness (always jq in my examples so far...).",agents,0.998,task_fit,0.346,firsthand_usage,0.526,1,0.542,true,0.721,3,,,,,,,,,,,,,
18276c978628461a80b97cb57ab63601,hacker_news,hacker_news,44901528,44905715,https://news.ycombinator.com/item?id=44905715,claude,anthropic,,,agents,value,pricing_value_comment,complaint,-2,0.65,False,False,False,False,True,"2) As you know, It's a very client facing/customized solution space You might find this interesting, it reflects my thoughts in the space as well. Tough to scale as a fresh startup unless you really niche down on some specific workflows. (he is also building in the deterministic agent space now funnily enough) 3) It actually is annoyingly expensive with Claude if you break caching, which you have to at some point if you feed in every screenshot etc.",agents,0.500,value,0.262,hearsay,0.386,0,0.326,true,0.515,3,,,,,,,,,,,,,
d64bd163b41843029fd712bdd10ef68f,hacker_news,hacker_news,44901528,44905715,https://news.ycombinator.com/item?id=44905715,claude,anthropic,,,api_developer_workflow,value,integration_failure,complaint,-2,0.65,False,False,False,False,True,"(he is also building in the deterministic agent space now funnily enough) 3) It actually is annoyingly expensive with Claude if you break caching, which you have to at some point if you feed in every screenshot etc. You mentioned you use multiple models (i guess uitars/omniparser?), but in the comments you said claude? 4) Ultimately the big bet in the RPA space, as again you know, is that the TAM wont shrink a lot due to more and more SAP's, ERP's etc implementing API's.",agents,0.813,value,0.323,hearsay,0.311,0,0.377,false,0.617,3,,,,,,,,,,,,,
